GRID,Name,CIND,Avox,ClientType,Explanation,CountryInc,Country,LOB,Cif Risk,Risk Rating,HasTransactions,NumberOfTransactions,Sources,MaxTradeDate,TotalAmount,AccountSources,Open Account Sources,AccountIds,Markets,HSI,Payments,GTRF,HSS,NumberofTransactions,NKYC_PROFILE_ID_LATEST,NKYC_STATUS_LATEST,NKYC_REQUEST_TYPE_LATEST,NKYC_RISK_RATING_LATEST,KYCS_NEXT_RENEWAL_DATE_LATEST,RM,Rec
25874429,cust1557,102754239,38110121,GBM Customers,Direct Customer,usa,usa,gbm,,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1446,no,no,no,no,no,0,20203061,ACTIVE,Trigger,MEDIUM,7/16/2021,Deloise Marez  ,"IMPACT TRADES,FISC,WDA"
68067,cust1558,100261751,10029082,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,yes,466,"ADP, FISC, GPS, Impact Trades, KYCS",5/14/2020,285589985.4,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1447,yes,yes,yes,no,no,466,20212452,ACTIVE,Renewal,SCC,4/15/2021,Alan Amante  ,"DDA,SMT,IMPACT FIN"
4127077,cust1559,381872869,30589677,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1448,no,no,no,no,no,0,20192765,ACTIVE,Renewal,LOW,5/23/2021,Shila Eyre  ,"IMPACT TRADES,FISC,WDA"
4417175,cust1560,852044410,34405671,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,87,"GPS, KYCS, WDA",4/28/2020,1166562011,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1449,no,no,yes,no,no,87,20192665,ACTIVE,New Business - Remediation,LOW,10/25/2023,Makeda Hutson  ,"NFOS,CAL,IMPACT TRADES"
1255,cust1561,100651613,3790896,GBM Customers,Direct Customer,hkg,hkg,gbm,h,high,yes,15200,"GPS, KYCS, WDA",5/14/2020,2195355046,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1450,no,no,yes,no,no,15200,20203451,ACTIVE,Trigger,HIGH,10/21/2020,Brandie Pokorny  ,LOAN IQ
4454085,cust1562,725524170,32487549,GBM Customers,Direct Customer,usa,usa,gbm,,low,yes,23,"FITEK, KYCS",5/4/2020,-10859.6,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1451,no,no,no,no,yes,23,20202964,ACTIVE,New Business,LOW,7/17/2022,Loren Brizendine  ,"IMPACT TRADES,ADP,WDA"
173875,cust1563,760866257,3199425,GBM Customers,Direct Customer,usa,usa,gbm,l,medium,yes,825,"NFOS, KYCS",5/13/2020,73320028323,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1452,yes,no,no,no,no,825,20202847,ACTIVE,Trigger,MEDIUM,6/4/2021,Kindra Lebrun  ,"IMPACT TRADES,FISC,ADP"
72512,cust1564,394118615,3810343,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,159,"Impact Fin, Impact Trades, KYCS",5/12/2020,2356197978,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1453,yes,yes,no,no,no,159,20212746,ACTIVE,Trigger,LOW,6/27/2023,Tyron Duford  ,"HIE,NFOS,FITEK"
4601850,cust1565,965948503,25442464,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1454,no,no,no,no,no,0,20182860,EXPIRED,New Business,MEDIUM,8/17/2019,Sherril Neufeld  ,"IMPACT TRADES,FISC,WDA"
4133617,cust1566,728647465,25475969,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,50,"GPS, KYCS, WDA",5/12/2020,22819559.64,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1455,no,no,yes,no,no,50,20212460,ACTIVE,Trigger,MEDIUM,1/30/2022,Elden Hasting  ,"FISC,ADP,IMPACT TRADES"
72449,cust1567,860894112,3198254,GBM Customers,Direct Customer,usa,usa,gbm,h,low,yes,600558,"CAL, DTP, FITEK, Impact Fin, NFOS, KYCS, PMC, SMT",5/14/2020,1.02E+13,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1456,yes,yes,no,no,yes,600558,20202566,ACTIVE,Trigger,LOW,12/25/2020,Romeo Giambrone  ,"IMPACT TRADES,TDA,TRT"
1980922,cust1568,299825435,12491447,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2117,"GPS, KYCS, WDA",5/14/2020,49903039.22,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1457,no,no,yes,no,no,2117,20193054,ACTIVE,Trigger,LOW,3/9/2023,Robert Derusha,DDA
4274290,cust1569,389856095,15920881,GBM Customers,Direct Customer,bra,bra,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1458,no,no,no,no,no,0,20183565,ACTIVE,New Business - Remediation,MEDIUM,10/24/2019,Debra Whicker  ,"IMPACT TRADES,FISC,FITEK"
4201947,cust1570,655392756,30818889,GBM Customers,Direct Customer,gbr,gbr,gbm,m,medium,yes,24,"GPS, KYCS, WDA",3/31/2020,141976117.6,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1459,no,no,yes,no,no,24,20192763,ACTIVE,New Business - Remediation,MEDIUM,10/22/2021,Vikki Newlon  ,"FISC,DDA,ADP"
4386516,cust1571,451997170,32366680,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,442,"GPS, KYCS, WDA",5/14/2020,205811750.9,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1460,no,no,yes,no,no,442,20202467,ACTIVE,New Business - Remediation,LOW,8/8/2024,Nick Obrien,"DDA,SMT,IMPACT FIN"
2571282,cust1572,355526296,5105563,GBM Customers,Direct Customer,can,can,gbm,m,medium,yes,15,"KYCS, PMC",5/14/2020,166598440,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1461,yes,no,no,no,no,15,20212473,ACTIVE,Renewal,MEDIUM,3/19/2021,Eun Bushway  ,"GPS,WDA,IMPACT TRADES"
4155832,cust1574,656577988,29573643,GBM Customers,Direct Customer,bmu,bmu,gbm,,low,yes,3384,"FITEK, KYCS",5/14/2020,-260075374.8,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1463,no,no,no,no,yes,3384,20193558,ACTIVE,New Business - Remediation,LOW,2/8/2024,Desire Felch  ,"GPS,DDA,WDA"
4546497,cust1575,260912797,34908723,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1464,no,no,no,no,no,0,20173453,EXPIRED,New Business,MEDIUM,7/6/2019,Kayleigh Asuncion  ,"IMPACT TRADES,FISC,WDA"
4254440,cust1576,467278006,31310039,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,43,"Loan IQ, KYCS",12/5/2019,3506000000,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1465,no,no,no,no,yes,43,20182869,INACTIVE,New Business - Remediation,MEDIUM,9/20/2019,Andre Bushell,"GPS,DDA,WDA"
4179093,cust1577,18554784,30881264,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,17,"GPS, KYCS, WDA",5/7/2020,13640027.78,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1466,no,no,yes,no,no,17,20173265,ACTIVE,New Business - Remediation,LOW,8/3/2022,Arron Burse  ,"ADP,IMPACT TRADES,LOAN IQ"
4395835,cust1578,416187417,34084158,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,616,"DDA, GPS, KYCS, WDA",5/14/2020,66578053,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1467,no,no,yes,no,no,616,20193266,ACTIVE,Trigger,MEDIUM,9/19/2021,Harvey Pressnell  ,
1504204,cust1579,504080281,4155833,GBM Customers,Direct Customer,per,per,gbm,m,scc,yes,212,"Loan IQ, KYCS",2/12/2020,2.75E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1468,no,no,no,no,yes,212,20202769,ACTIVE,Renewal,SCC,9/24/2020,Earl Laberge,"HIE,NFOS,ADP"
4295353,cust1580,568219556,27587169,GBM Customers,Direct Customer,sgp,sgp,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1469,no,no,no,no,no,0,20202673,INACTIVE,Trigger,LOW,1/31/2022,Tyron Matousek  ,"IMPACT TRADES,FISC,FITEK"
4570678,cust1581,437749294,35089891,GBM Customers,Direct Customer,usa,usa,gbm,h,medium,yes,347,"GPS, KYCS, WDA",5/11/2020,187301809.6,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1470,no,no,yes,no,no,347,20192959,ACTIVE,New Business - Remediation,MEDIUM,10/29/2021,Freeman Napier  ,"DDA,SMT,IMPACT FIN"
4336826,cust1582,247013771,34631494,GBM Customers,Direct Customer,ind,hnd,gbm,m,high,yes,3114,"GPS, KYCS, WDA",5/14/2020,162870516,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1471,no,no,yes,no,no,3114,20212555,ACTIVE,Trigger,HIGH,2/7/2021,Leland Lish  ,"HIE,ADP,NFOS"
511279,cust1583,100438647,31671299,GBM Customers,Direct Customer,bmu,bmu,gbm,l,high,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1472,no,no,no,no,no,0,20212655,ACTIVE,Trigger,HIGH,8/2/2020,Glen Montano  ,"IMPACT TRADES,FITEK,WDA"
446613,cust1584,826373463,25435270,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1473,no,no,no,no,no,0,20202571,ACTIVE,New Business,LOW,3/29/2022,Tabetha Cuddy  ,"IMPACT TRADES,FISC,WDA"
4572184,cust1585,100020390,25548960,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1474,no,no,no,no,no,0,20193552,EXPIRED,Trigger,LOW,7/16/2018,Earnest Dunagan  ,"IMPACT TRADES,FISC,WDA"
25499545,cust1586,758555800,11365737,GBM Customers,Direct Customer,mar,mar,gbm,h,scc,yes,14969,"GPS, KYCS, WDA",5/14/2020,16732980019,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1475,no,no,yes,no,no,14969,20203446,ACTIVE,Renewal (Scheduled),SCC,3/31/2021,Jacklyn Ricotta  ,"FISC,IMPACT FIN,ADP"
1187722,cust1587,986582357,3204235,GBM Customers,Direct Customer,nld,nld,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1476,no,no,no,no,no,0,20182960,EXPIRED,New Business,MEDIUM,8/16/2019,Clemencia Buchta  ,"IMPACT TRADES,FISC,FITEK"
251542,cust1588,359786472,8006106,GBM Customers,Direct Customer,can,can,gbm,m,medium,yes,85,"DTP, GPS, KYCS, PMC",5/12/2020,138894777.6,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1477,yes,no,yes,no,no,85,20203374,ACTIVE,Renewal,MEDIUM,1/31/2021,Zenobia Green  ,"IMPACT TRADES,FISC,ADP"
4119781,cust1589,125162650,7752129,GBM Customers,Direct Customer,arg,arg,gbm,h,scc,yes,164,"DDA, GPS, KYCS, WDA",5/1/2020,3884360416,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1478,no,no,yes,no,no,164,20203572,ACTIVE,Trigger,SCC,12/26/2020,Joey Ellinger  ,LOAN IQ
2537547,cust1590,100263761,2401837,GBM Customers,Direct Customer,jpn,jpn,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1479,no,no,no,no,no,0,20182666,ACTIVE,New Business - Remediation,LOW,10/17/2022,Alonzo Dunkin  ,"IMPACT TRADES,FISC,FITEK"
4137100,cust1591,375204392,30584745,GBM Customers,Direct Customer,che,che,gbm,m,medium,yes,2,"GPS, KYCS",5/13/2020,70876.8,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1480,no,no,yes,no,no,2,20192460,ACTIVE,New Business - Remediation,MEDIUM,3/7/2021,Cornelius Dearmond  ,"FISC,WDA,FITEK"
353467,cust1592,100301778,12508439,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,6,"NFOS, KYCS",12/19/2019,799725.9,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1481,yes,no,no,no,no,6,59448,Active,Amendment,LOW,11/20/2018,Danilo Nading  ,"IMPACT TRADES,FISC,WDA"
4255050,cust1593,849342401,6695520,GBM Customers,Direct Customer,bmu,bmu,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1482,no,no,no,no,no,0,20192565,ACTIVE,New Business,LOW,6/17/2023,Steve Mealey  ,"IMPACT TRADES,FITEK,WDA"
392291,cust1596,595989061,9961459,GBM Customers,Direct Customer,jey,gib,gbm,,scc,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1485,no,no,no,no,no,0,59656,Active,Amendment,SCC,10/13/2017,Cleo Hobgood  ,"IMPACT TRADES,FISC,FITEK"
2650925,cust1597,612735807,3204064,GBM Customers,Direct Customer,aus,aus,gbm,l,low,yes,1,"GPS, KYCS",1/13/2020,1430453.88,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1486,no,no,yes,no,no,1,60809,Active,Amendment,LOW,3/9/2019,Sandi Sauls  ,"FISC,WDA,FITEK"
186211,cust1598,596658616,8980100,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1487,no,no,no,no,no,0,20193367,ACTIVE,New Business - Remediation,LOW,12/3/2021,Teressa Veatch  ,"IMPACT TRADES,FISC,WDA"
4244341,cust1599,55223877,30283237,GBM Customers,Direct Customer,phl,phl,gbm,m,medium,yes,142,"GPS, KYCS, PMC, WDA",4/14/2020,1637950670,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1488,yes,no,yes,no,no,142,20182853,EXPIRED,New Business - Remediation,MEDIUM,11/22/2019,Sharda Angevine  ,"DDA,SMT,IMPACT FIN"
4141646,cust1600,52903016,3207445,GBM Customers,Direct Customer,grc,grc,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1489,no,no,no,no,no,0,52791,Client Pending Exit,Renewal,MEDIUM,11/9/2018,Taisha Clermont  ,"IMPACT TRADES,FISC,FITEK"
1080889,cust1601,822833799,16975691,GBM Customers,Direct Customer,usa,usa,gbm,l,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1490,no,no,no,no,no,0,20202454,ACTIVE,Trigger,MEDIUM,1/8/2022,Richard Johnson,"IMPACT TRADES,FISC,WDA"
72777,cust1602,849645506,3772520,GBM Customers,Direct Customer,gbr,gbr,gbm,m,low,yes,33061,"CAL, GPS, Impact Trades, NFOS, KYCS, PMC, SMT",5/14/2020,1.72E+12,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1491,yes,yes,yes,no,no,33061,20193559,ACTIVE,Trigger,LOW,9/12/2023,Sina Lamers  ,"FISC,DTP,IMPACT FIN"
4115340,cust1603,766018843,25796593,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1492,no,no,no,no,no,0,20172675,DRAFT,Trigger,LOW,5/7/2020,Kam Ackley  ,"IMPACT TRADES,FISC,WDA"
4129276,cust1604,564479013,30621764,GBM Customers,Direct Customer,mex,mex,gbm,l,low,yes,832,"GPS, KYCS, WDA",5/14/2020,9285050032,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1493,no,no,yes,no,no,832,20183465,ACTIVE,New Business - Remediation,LOW,5/31/2023,Amrita Singh,"DDA,NFOS,IMPACT TRADES"
1623675,cust1605,29927167,30111677,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,yes,14,"NFOS, KYCS",3/31/2020,124042475.6,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1494,yes,no,no,no,no,14,20203067,ACTIVE,Renewal,SCC,1/30/2021,Jonathan Parker,"IMPACT TRADES,ADP,WDA"
2654769,cust1607,907069818,25833604,GBM Customers,Direct Customer,cym,cym,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1496,no,no,no,no,no,0,20202473,ACTIVE,Trigger,LOW,9/11/2022,Deloise Marez  ,"IMPACT TRADES,FISC,FITEK"
4269314,cust1608,100293978,29597817,GBM Customers,Direct Customer,usa,gbr,gbm,l,low,yes,11,"NFOS, KYCS",10/18/2019,1337923435,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1497,yes,no,no,no,no,11,20212668,ACTIVE,Trigger,LOW,8/19/2023,Alan Amante  ,"GPS,WDA"
1386983,cust1609,198036224,25069912,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,61,"Impact Trades, KYCS",4/28/2020,107658399.9,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1498,yes,yes,no,no,no,61,20192469,ACTIVE,Renewal,LOW,11/1/2023,Shila Eyre  ,"GPS,FISC,ADP"
4581803,cust1610,769957783,5504851,GBM Customers,Direct Customer,nld,nld,gbm,m,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1499,no,no,no,no,no,0,20202546,ACTIVE,Renewal (Scheduled),LOW,3/4/2025,Makeda Hutson  ,"IMPACT TRADES,FISC,FITEK"
4124935,cust1611,553965544,26382671,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1500,no,no,no,no,no,0,20192952,ACTIVE,New Business - Remediation,LOW,11/7/2023,Brandie Pokorny  ,"IMPACT TRADES,FISC,WDA"
4311879,cust1612,100299918,32242875,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,yes,75,"Loan IQ, KYCS",3/27/2020,4.41E+11,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1501,no,no,no,no,yes,75,20202550,ACTIVE,Renewal,SCC,8/26/2020,Loren Brizendine  ,"HIE,NFOS,TDA"
24976896,cust1613,325657349,16963798,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1460,"FISC, KYCS",5/14/2020,28354416,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1502,yes,yes,no,no,no,1460,20202964,ACTIVE,Trigger,LOW,4/5/2021,Kindra Lebrun  ,"GPS,DDA,WDA"
4553677,cust1614,361859020,35068110,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1503,no,no,no,no,no,0,20173470,ACTIVE,New Business,LOW,2/8/2022,Tyron Duford  ,"IMPACT TRADES,FISC,WDA"
900691,cust1616,96890322,2320703,GBM Customers,Direct Customer,can,gbr,gbm,,high,yes,200,"NFOS, KYCS",5/4/2020,41360553028,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1505,yes,no,no,no,no,200,20212751,ACTIVE,Trigger,HIGH,3/25/2021,Elden Hasting  ,"GPS,WDA,IMPACT FIN"
715191,cust1617,511150184,30573538,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,224,"DDA, GPS, KYCS",5/4/2020,8551355302,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc1506,no,no,yes,no,no,224,20202656,ACTIVE,Trigger,MEDIUM,3/4/2021,Romeo Giambrone  ,"HIE,NFOS,FITEK"
66377,cust1618,930013185,4160553,GBM Customers,Direct Customer,col,col,gbm,h,scc,yes,5686,"CAL, FISC, Impact Trades, NFOS, KYCS",5/14/2020,4977442302,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1507,yes,yes,no,no,no,5686,20202846,ACTIVE,Renewal (Scheduled),SCC,9/27/2020,Robert Derusha,"GPS,DTP,WDA"
4123852,cust1619,958017911,28096766,GBM Customers,Direct Customer,fin,fin,gbm,l,low,yes,908,"NFOS, KYCS",4/28/2020,4033924172,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1508,yes,no,no,no,no,908,20202847,ACTIVE,Trigger,LOW,5/29/2021,Debra Whicker  ,"GPS,DDA,WDA"
274449,cust1620,729052243,6764266,GBM Customers,Direct Customer,usa,usa,gbmi,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1509,no,no,no,no,no,0,48686,Active,New Client,MEDIUM,5/20/2018,Vikki Newlon  ,"IMPACT TRADES,FISC,WDA"
4219181,cust1621,372470001,25436277,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1174,"GPS, KYCS, WDA",5/11/2020,123478479.2,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1510,no,no,yes,no,no,1174,20212473,ACTIVE,Trigger,LOW,8/15/2020,Nick Obrien,DDA
4058233,cust1622,919173126,3764781,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,154,"Impact Trades, KYCS",5/11/2020,673611283.9,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1511,yes,yes,no,no,no,154,20173273,EXPIRED,New Business - Remediation,MEDIUM,6/5/2019,Eun Bushway  ,"IMPACT FIN,WDA,GPS"
4575547,cust1623,100058308,35098306,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1512,no,no,no,no,no,0,20182553,ACTIVE,New Business,LOW,7/13/2022,Valencia James  ,"IMPACT TRADES,FISC,WDA"
25523398,cust1624,878078946,37163258,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,110,"GPS, KYCS, WDA",5/8/2020,8725334.62,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1513,no,no,yes,no,no,110,20193069,ACTIVE,New Business,LOW,11/26/2023,Desire Felch  ,"ADP,IMPACT TRADES,LOAN IQ"
4208314,cust1626,616028463,35085524,GBM Customers,Direct Customer,usa,usa,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1515,no,no,no,no,no,0,20182862,ACTIVE,New Business - Remediation,LOW,10/18/2022,Andre Bushell,"IMPACT TRADES,FISC,WDA"
145718,cust1627,100597128,2523049,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1516,no,no,no,no,no,0,20182772,EXPIRED,Renewal,MEDIUM,5/4/2019,Arron Burse  ,"IMPACT TRADES,FISC,WDA"
25860539,cust1628,101099018,37160130,GBM Customers,Direct Customer,usa,usa,gbm,,scc,yes,1094,"GPS, Impact Fin, KYCS",5/14/2020,85945599803,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1517,yes,yes,yes,no,no,1094,20203554,ACTIVE,Trigger,SCC,7/24/2020,Harvey Pressnell  ,"IMPACT TRADES,FISC,ADP"
25934462,cust1629,682537214,37985028,GBM Customers,Direct Customer,irl,irl,gbm,h,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1518,no,no,no,no,no,0,20212552,ACTIVE,New Business,MEDIUM,2/19/2023,Earl Laberge,"IMPACT TRADES,FISC,FITEK"
67268,cust1630,82395964,8329761,GBM Customers,Direct Customer,hkg,hkg,gbm,l,low,yes,1817,"GPS, KYCS, WDA",5/14/2020,37122402251,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1519,no,no,yes,no,no,1817,20192967,ACTIVE,New Business - Remediation,LOW,10/9/2019,Tyron Matousek  ,"IMPACT FIN,IMPACT TRADES"
2628509,cust1631,100170037,4365061,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,1138,"NFOS, KYCS",4/28/2020,11969466250,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1520,yes,no,no,no,no,1138,20183356,EXPIRED,Trigger,MEDIUM,8/10/2019,Freeman Napier  ,"GPS,IMPACT TRADES,DDA"
25610471,cust1632,486607349,37403205,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1788,"GPS, KYCS, WDA",5/11/2020,25034340.76,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1521,no,no,yes,no,no,1788,20193367,ACTIVE,Trigger,LOW,10/8/2023,Leland Lish  ,DDA
4403915,cust1633,852520511,32486256,GBM Customers,Direct Customer,usa,usa,gbm,m,low,yes,793,"GPS, NFOS, KYCS, WDA",5/12/2020,5827504093,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1522,yes,no,yes,no,no,793,20203348,ACTIVE,Trigger,LOW,9/6/2024,Glen Montano  ,"DDA,IMPACT TRADES"
71292,cust1634,169633437,3210844,GBM Customers,Direct Customer,chl,chl,gbm,m,low,yes,512,"DDA, GPS, KYCS",5/14/2020,3.23E+11,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc1523,no,no,yes,no,no,512,20212474,ACTIVE,Trigger,LOW,8/26/2024,Tabetha Cuddy  ,"NFOS,IMPACT TRADES,CAL"
4125701,cust1635,396908112,30770607,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,6291,"GPS, KYCS, WDA",5/11/2020,67754163.86,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1524,no,no,yes,no,no,6291,20182472,ACTIVE,New Business - Remediation,LOW,5/10/2022,Earnest Dunagan  ,"HIE,NFOS,LOAN IQ"
25282205,cust1636,239803464,36694146,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2855,"GPS, KYCS, WDA",5/8/2020,73295435.9,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1525,no,no,yes,no,no,2855,20192763,ACTIVE,Trigger,LOW,4/16/2023,Jacklyn Ricotta  ,"HIE,NFOS,LOAN IQ"
4331858,cust1637,101061972,12397364,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,15,"Loan IQ, KYCS",8/13/2019,1068746548,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1526,no,no,no,no,yes,15,20192758,ACTIVE,New Business - Remediation,MEDIUM,1/25/2022,Clemencia Buchta  ,"IMPACT TRADES,PMC,WDA"
2345522,cust1638,205685987,25403498,GBM Customers,Direct Customer,chn,aus,gbm,h,scc,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1527,no,no,no,no,no,0,20212473,ACTIVE,New Business,SCC,2/24/2021,Zenobia Green  ,"IMPACT TRADES,FISC,FITEK"
154460,cust1639,903303151,25402510,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,yes,1668,"GPS, NFOS, KYCS",4/29/2020,26713036400,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1528,yes,no,yes,no,no,1668,20192475,ACTIVE,New Business,LOW,2/28/2021,Joey Ellinger  ,"PMC,DDA,WDA"
